year,code,amount,name,topname,depname,depcat,cat,ref
2015,57095480376,4150000,"ประกวดราคาจ้างก่อสร้างถนน ค.ส.ล. พร้อมรางวีและท่อระบายน้ำ  ถนนทุ่งกราดบริเวณข้างรั้ววัดถึงหน้าหมู่บ้านวรรณวิไล (ต่อจากคอนกรีตเดิม) ด้วยวิธีการทางอิเล็กทรอนิกส์","","เทศบาลนครแหลมฉบัง","","จ้างก่อสร้าง",""
2015,57105004789,12733000,"จ้างค่าจ้างเหมาบำรุงรักษาเครื่องฉายรังสี ระยะเวลา 12 เดือน โดยวิธีพิเศษ","","มหาวิทยาลัยเชียงใหม่ (มช.) เชียงใหม่","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105004931,15250000,"ประกวดราคาจ้างโครงการอำนวยความปลอดภัยและปรับปรุงแก้ไขบริเวณเสี่ยงอันตราย ในสายทาง สบ.4005 แยกทางหลวงหมายเลข 2247 - บ้านวังม่วง อำเภอมวกเหล็ก,วังม่วง จังหวัดสระบุรี ปริมาณงาน 1 แห่ง ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักอำนวยความปลอดภัย กรมทางหลวงชนบท กรุงเทพฯ","","จ้างก่อสร้าง",""
2015,57105007084,1300000,"สอบราคาจ้างโครงการก่อสร้างประปาหมู่บ้าน แบบบาดาลขนาดกลาง บ้านไสโคกเกาะ หมู่ที่ 2","","องค์การบริหารส่วนตำบลนาแว","","จ้างก่อสร้าง",""
2015,57105007609,9330000,"ประกวดราคาจ้างเหมางานปรับปรุงคันคลองบางลี่ ฝั่งซ้าย ด้วยวิธีการทางอิเล็กทรอนิกส์","","โครงการส่งน้ำและบำรุงรักษาท่าโบสถ์ (ชัยนาท) กรมชลประทาน","","จ้างก่อสร้าง",""
2015,57105011752,1428000,"ซื้อชิ้นส่วนซ่อมรถยนต์บรรทุก ขนาด ๑ ๑/๔ ตัน ฮัมวี่ โดยวิธีพิเศษ","","กองทัพบก โดย กรมสรรพาวุธทหารบก","","ซื้อ",""
2015,57105020238,14500000,"ประกวดราคาจ้างโครงการก่อสร้างถนนลาดยาง สายเข้าน้ำตกคอกม้า (ตอนที่ ๒) ตำบลหาดคัมภีร์ อำเภอปากชม จังหวัดเลย ระยะทาง ๑.๗๐๐ กิโลเมตร ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักทางหลวงชนบทที่ 6 (ขอนแก่น)","","จ้างก่อสร้าง",""
2015,57105020270,161570,"สอบราคาจ้างเหมาบำรุงรักษาตู้จ่ายไฟฟ้าแรงต่ำ MDB(Main Distribution Board) จำนวน 1 งาน","","สำนักกษาปณ์ กรมธนารักษ์ กรุงเทพฯ","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105020582,15000000,"ประกวดราคาจ้างโครงการพัฒนาแหล่งน้ำตามแนวพระราชดำริ  (แก้มลิง) ด้วยวิธีการทางอิเล็กทรอนิกส์","","ที่ทำการปกครองอำเภอเขาวง","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105022820,9530000,"ประกวดราคาจ้างโครงการก่อสร้างถนนลาดยางแอสฟัลท์ติกคอนกรีต สายแยกทล.๔๐๑ (กม ๔๙+๐๐๐) - บ้านจำปาทอง ตำบลบ้านทำเนียบ อำเภอคีรีรัฐนิคม เชื่อม ตำบลต้นยวน อำเภอพนม จังหวัดสุราษฎร์ธานี ด้วยวิธีการทางอิเล็กทรอนิกส์","","องค์การบริหารส่วนจังหวัดสุราษฎร์ธานี","","จ้างก่อสร้าง",""
2015,57105023170,170500,"สอบราคาจ้างปรับปรุงพื้นอาคารเรียนแบบ 216 โดยลงยูริเทนและปูพื้นกระเบื้องห้องเรียน","","โรงเรียนคูเมืองวิทยาคม","","จ้างก่อสร้าง",""
2015,57105028251,400000,"สอบราคาจ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก หมู่ 10 บ้านใหม่ยอดคีรี","","องค์การบริหารส่วนตำบลคีรีราษฎร์","","จ้างก่อสร้าง",""
2015,57105032102,1200000,"สอบราคาซื้อวัสดุการแพทย์  จำนวน  ๒  รายการ","","โรงพยาบาลพระปกเกล้า","","ซื้อ",""
2015,57105033303,1940000,"สอบราคาจ้างเหมาติดตั้งไฟฟ้าแสงสว่าง ทางหลวงหมายเลข 204 ตอนควบคุม 0200 ตอนทางเลี่ยงเมืองนครราชสีมา ระหว่าง กม.6+210-กม.7+820 กิ่งเดี่ยว ปริมาณงาน 48 ต้น","","แขวงทางหลวงนครราชสีมาที่ 1","","จ้างก่อสร้าง",""
2015,57105033760,1767200,"สอบราคาจ้างโครงการก่อสร้างศูนย์พัฒนาเด็กเล็ก","","องค์การบริหารส่วนตำบลดอนแตง","","จ้างก่อสร้าง",""
2015,57105034235,27000000,"ประกวดราคาจ้างเหมาบำรุงทางสายหลัก (โดยวิธี Pavement In - Place Recycling) ถนนสาย สบ.๑๐๑๒ แยก ทล.๑ - บ.หนองใหญ่ อ.พระพุทธบาท จ.สระบุรี ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักบำรุงทาง","","จ้างก่อสร้าง",""
2015,57105034265,23000000,"ประกวดราคาจ้างเหมาบำรุงทางสายหลัก (โดยวิธี Pavement In - Place Recycling) ถนนสาย นม.๔๐๐๖ แยก ทล.๒๑๗๕ - อำเภอห้วยแถลง อ.พิมาย, ห้วยแถลง จ.นครราชสีมา ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักบำรุงทาง","","จ้างก่อสร้าง",""
2015,57105037077,400000,"สอบราคาซื้อครุภัณฑ์การแพทย์ จำนวน 1 รายการ","","มหาวิทยาลัยขอนแก่น (มข.) ขอนแก่น","","ซื้อ",""
2015,57105039515,1600000,"สอบราคาจ้างก่อสร้างระบบประปาบาดาลขนาดกลาง บ้านหินดาด หมู่ที่ 6 ตำบลซับน้อย อำเภอวิเชียรบุรี จังหวัดเพชรบูรณ์","","องค์การบริหารส่วนตำบลซับน้อย","","จ้างก่อสร้าง",""
2015,57105039583,1600000,"สอบราคาจ้างโครงการจ้างเหมาก่อสร้างระบบประปาบาดาลขนาดกลาง  บ้านโพทะเล","","องค์การบริหารส่วนตำบลซับสมบูรณ์","","จ้างก่อสร้าง",""
2015,57105040400,1011840,"สอบราคาจ้างบริการบุคคลภายนอก เพื่อปฏิบัติงานด้านจัดทำแผนงาน งานธุรการและพิมพ์เอกสาร งานรับ-ส่งเอกสารและสิ่งของ และงานทำความสะอาด รวมทั้งหมดจำนวน 8 อัตรา (ใบสอบราคาเลขที่ 1000127722)","","โครงการก่อสร้างขยายและเสริมความมั่นคงระบบส่งไฟฟ้า","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105040400,1011840,"สอบราคาจ้างบริการบุคคลภายนอก เพื่อปฏิบัติงานด้านจัดทำแผนงาน งานธุรการและพิมพ์เอกสาร งานรับ-ส่งเอกสารและสิ่งของ และงานทำความสะอาด รวมทั้งหมดจำนวน 8 อัตรา (ใบสอบราคาเลขที่ 1000127722)","","โครงการก่อสร้างขยายและเสริมความมั่นคงระบบส่งไฟฟ้า","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105042045,1080000,"ประกวดราคาจ้างปรับปรุงเสริมผิวลาดยาง  สาย ชร.2098 บ้านช่องลม - บ้านสมานมิตร (2) บ้านสมานมิตร  หมู่ที่ 1 ด้วยวิธีการทางอิเล็กทรอนิกส์","","เทศบาลตำบลดอนศิลา","","จ้างก่อสร้าง",""
2015,57105043157,882000,"สอบราคาจ้างโครงการซ่อมแซมถนนแอสฟัลท์ติกคอนกรีตเส้นทางเลียบคลอง 12 ฝั่งตะวันตก หมู่ที่ 7,8,9,10  ตำบลบึงคอไห  ขนาดกว้าง  5 เมตร ยาว 319  เมตร หนา 0.05  เมตร (รวมพื้นที่ผิวซ่อมแซมปรับปรุงไม่น้อยกว่า 1,595  ตารางเมตร) อำเภอลำลูกกา จังหวัดปทุมธานี","","องค์การบริหารส่วนตำบลบึงคอไห","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105044129,540000,"สอบราคาจ้างโครงการซ่อมสร้างผิวแอสฟัลท์ติกคอนกรีต หมู่ที่ 11","","องค์การบริหารส่วนตำบลบางม่วง","","จ้างก่อสร้าง",""
2015,57105045603,22949196,"จ้างเหมาดูแลรักษาความปลอดภัยอาคาร สถานที่ ทรัพย์สิน บุคคลและระบบจราจร ของ บริษัท ไปรษณีย์ไทย จำกัด ในปี 2558 จำนวน 7 แห่ง โดยวิธีกรณีพิเศษ","","บริษัท ไปรษณีย์ไทย จำกัด กรุงเทพฯ","","จ้างทำของ/จ้างเหมาบริการ",""
2015,57105046817,194000,"สอบราคาจ้างซ่อมแซมอาคารเรียน แบบ สปช.105/29","","โรงเรียนบ้านไทรทอง","","จ้างก่อสร้าง",""
2015,57105048062,708000,"สอบราคาจ้างโครงการจ้างเหมาปรับปรุงซ่อมแซมผิวจราจรคอนกรีตเสริมเหล็กฯ หมู่ที่ 3","","องค์การบริหารส่วนตำบลบางแก้วฟ้า","","จ้างก่อสร้าง",""
2015,57105048296,24867000,"ประกวดราคาซื้อเครื่องไมโครคอมพิวเตอร์ จำนวน 921 เครื่อง ด้วยวิธีการทางอิเล็กทรอนิกส์","","มหาวิทยาลัยสุโขทัยธรรมาธิราช (มสธ.) กรุงเทพฯ","","ซื้อ",""
2015,57105049214,900000,"ประกวดราคาจ้างซ่อทปรับปรุงถนนลาดยางถนนแอสฟัลท์ติกคอนกรีต ถนนบ้านพุบอน-บ้านย่านซื่อ หมู่ที่ 9 ด้วยวิธีการทางอิเล็กทรอนิกส์","","องค์การบริหารส่วนตำบลหาดขาม","","จ้างก่อสร้าง",""
2015,57105050323,1524000,"สอบราคาจ้างโครงการก่อสร้างศูนย์พัฒนาเด็กเล็ก  บ้านเฟือยลุง  หมู่ที่ 9","","เทศบาลตำบลและ","","จ้างก่อสร้าง",""
2015,57105050720,3000000,"ประกวดราคาจ้าง๒.	โครงการซ่อมแซมถนนลาดยาง สายบ้านกู่เต้า?บ้านโค้งงาม ปริมาณงาน กว้าง  ๕   เมตร   ยาว  ๑,๒๐๐  เมตร  หนา  ๐.๐๕  เมตร หรือพื้นผิวจราจรไม่น้อยกว่า ๖,๐๐๐ ตร.ม. พร้อมป้ายโครงการจำนวน ๑ ป้าย  (ตามแบบเทศบาลตำบลโยนกกำหนด) ด้วยวิธีการทางอิเล็กทรอนิกส์","","เทศบาลตำบลโยนก","","จ้างก่อสร้าง",""
2015,57105051317,990000,"สอบราคาจ้างเหมาโครงการซ่อมสร้างถนนลาดยาง Cape Seal บ้านงิ้ว  หมู่ที่ 9,19  - บ้านหนองปิง  หมู่ที่ 10,18  ตำบลสาวะถี  อำเภอเมือง  จังหวัดขอนแก่น","","เทศบาลตำบลสาวะถี","","จ้างก่อสร้าง",""
2015,57105051687,264000,"สอบราคาซื้อวุ้นเส้น จำนวน 4,800 ห่อ","","โรงพยาบาลสุรินทร์","","ซื้อ",""
2015,57105052209,133000,"สอบราคาซื้อชุดทดลองฟังก์ชั่นเจนเนอร์เรเตอร์ 1 ชุด","","คณะทรัพยากรและสิ่งแวดล้อม  มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตศรีราชา","","ซื้อ",""
2015,57105052436,678000,"สอบราคาจ้างโครงการปรับปรุงซ่อมแซมถนนแอสฟัลท์ติกคอนกรีตสาย หมู่ที่ 1(ถนนตาโต-มะเดื่อ) บ้านบางพูด","","องค์การบริหารส่วนตำบลเชียงรากใหญ่","","จ้างก่อสร้าง",""
2015,57105054968,3396000,"ประกวดราคาจ้างปรับปรุงซ่อมแซมถนนคอนกรีตและลาดยาง  จำนวน ๓ โครงการ ด้วยวิธีการทางอิเล็กทรอนิกส์","","องค์การบริหารส่วนตำบลโคกสะบ้า","","จ้างก่อสร้าง",""
2015,57105055520,2500000,"ประกวดราคาจ้างก่อสร้างระบบประปาบาดาลขนาดใหญ่ บ้านหนองตาแผน  หมู่ที่  8 ตำบลงดงคอน ด้วยวิธีการทางอิเล็กทรอนิกส์","","เทศบาลตำบลดงคอน","","จ้างก่อสร้าง",""
2015,57105055668,29623000,"ประกวดราคาจ้างโครงการก่อสร้างเขื่อนคสล.และปรับปรุงภูมิทัศน์ริมฝั่งแม่น้ำเจ้าพระยา บริเวณปากประตูน้ำชุมชนหลังตลาดเทศบาลเมืองปทุมธานี ตำบลบางปรอก อำเภอเมืองปทุมธานี จังหวัดปทุมธานี ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักโยธาธิการและผังเมืองจังหวัดปทุมธานี","","จ้างก่อสร้าง",""
