year,code,amount,name,topname,depname,depcat,cat,ref
2014,57125159304,8994,"ซื้อวัสดุสำนักงาน (รพ.สต.หนองไทร) โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอนางรอง","","ซื้อ",""
2014,57125346892,16000.02,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่น สำหรับ สสอ.นางรอง (ธ.ค.57) โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอนางรอง","","ซื้อ",""
2014,58015012748,11400,"ซื้อวัสดุทางการแพทย์ โมเดลหุ่นเต้านมจำลอง (รพ.สต.หนองไทร) โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอนางรอง","","ซื้อ",""
2014,58015067099,36000,"จ้างติดตั้งกระจกประตูบานเลื่อน สำหรับ รพ.สต.บ้านหนองทองลิ่ม โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอนางรอง","","จ้างทำของ/จ้างเหมาบริการ",""
2014,58015067071,14650,"ซื้อครุภัณฑ์สำนักงาน สำหรับ รพ.สต.บ้านหนองทองลิ่ม โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอนางรอง","","ซื้อ",""
2014,58025082159,15500,"ซื้อวัสดุเชื้อเพลิงและหล่อลื่น ๑-๓๑ มค.๕๘ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอหนองกี่","","ซื้อ",""
2014,58015112026,20470,"ซื้อน้ำมันเชื้อเพลิงประจำเดือน ธันวาคม 2557 โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอละหานทราย","","ซื้อ",""
2014,57115214775,28000,"ซื้อครภัณฑ์คอมพิวเตอร์ของโรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหลัก โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านกรวด","","ซื้อ",""
2014,57125057531,21200,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านกรวด","","ซื้อ",""
2014,57125057538,18000.09,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านกรวด","","ซื้อ",""
2014,57125159272,73530,"จ้างเหมาทาสีอาคารสำนักงานสาธารณสุขอำเภอบ้านกรวด โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านกรวด","","จ้างทำของ/จ้างเหมาบริการ",""
2014,57015051277,11600,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่นปรจำเดือน ธันวาคม 2556 โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,57125207062,8710,"ซื้อวัสดุงานบ้านงานครัว โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,57125210961,11016,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,57125277091,25000,"ซื้อโครงการพัฒนาบุคลากรเพื่อส่งเสริมสุขภาพในชุมชน อ.สตึก จ.บุรีรัมย์ ปี 2558 โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,57125311934,12170,"ซื้อวัสดุครุภัณฑ์สำนักงาน(รพ.สต.ทุ่งวัง) โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,58015039982,16400,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่นประจำเดือนธันวาคม 2557 โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,58015077320,25000,"ซื้อวัสดุสาธิตและประชาสัมพันธ์ ของโรงพยาบาลส่งเสริมสุขภาพตำบลสตึก โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอสตึก","","ซื้อ",""
2014,57125055816,38000,"จ้างเหมาปรับปรุงห้องประชุม โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอห้วยราช","","จ้างทำของ/จ้างเหมาบริการ",""
2014,57125151053,11623,"ซื้อวัสดุสำนักงาน สำหรับ สสอ.ชำนิ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอชำนิ","","ซื้อ",""
2014,57125154343,10320,"ซื้อวัสดุคอมพิวเตอร์ สำหรับ สสอ.ชำนิ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอชำนิ","","ซื้อ",""
2014,58015290047,8560,"ซื้อวัสดุคอมพิวเตอร์ สำหรับ สสอ.ชำนิ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอชำนิ","","ซื้อ",""
2014,57125241092,6600,"ซื้อที่นอนรองเตียงนวดแพทย์แผนไทย สำหรับ รพ.สต.โคกสนวน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอชำนิ","","ซื้อ",""
2014,57125035438,22400,"จ้างเหมาทำฝ้าเพดานและไฟส่องสว่างห้องรอตรวจและห้องตรวจ๑โรงพยาบาลส่งเสริมสุขภาพตำบลทองหลาง โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านใหม่ไชยพจน์","","จ้างทำของ/จ้างเหมาบริการ",""
2014,57125346504,30500,"ซื้อครุภัณฑ์การเเพทย์สำหรับโรงพยาบาลส่งเสริมสุขภาพตำบลหนองเยือง โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านใหม่ไชยพจน์","","ซื้อ",""
2014,58025076203,10600,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่นสำหรับสำนักงานสาธารณสุขอำเภอบ้านใหม่ไชยพจน์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบ้านใหม่ไชยพจน์","","ซื้อ",""
2014,57125066879,5000,"ซื้อเครื่องวัดความดันโลหิต รุ่น HEM-8712/Adapter โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเฉลิมพระเกียรติ","","ซื้อ",""
2014,57065263277,6500,"ซื้อน้ำมันเชื้อเพลิงและหล่อลื่น เดือน มกราคม 2557 โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอท่าตูม","","ซื้อ",""
2014,58025220774,5500,"ซื้อน้ำมันเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอท่าตูม","","ซื้อ",""
2014,57125286774,29780,"ซื้อเพื่อใช้ในการสนับสนุนงานด้านสาธารณสุข โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองศรีสะเกษ","","ซื้อ",""
2014,57125115320,15000,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125121909,53480,"ซื้อจัดซื้อครุภัณฑ์คอมพิวเตอร์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125261080,37900,"ซื้อครุภัณฑ์คอมพิวเตอร์ SERVER โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125300846,16500,"จ้างจ้างเหมาซ่อมแซมเครื่องปรับอากาศ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","จ้างทำของ/จ้างเหมาบริการ",""
2014,57125309167,30580,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125309170,22450,"ซื้อวัสดุงานบ้านงานครัว โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125309172,13020,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125319038,15500,"ซื้อครุภัณฑ์ไฟฟ้าและวิทยุ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,58035044000,15000,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,58035156742,89000,"จ้างซ่อมแซมฝ้าเพดาลและติดตั้งระบบไฟฟ้ามุกหน้าและมุกข้างอาคารโรงพยาบาลส่งเสริมสุขภาพตำบลโนนคูณ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","จ้างทำของ/จ้างเหมาบริการ",""
2014,58035174717,7500,"ซื้อน้ำมันเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,57125262015,20865,"ซื้อครุภัณฑ์สำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,58015310552,65450,"ซื้อวัสดุโฆษณาและเผยแพร่ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอยางชุมน้อย","","ซื้อ",""
2014,58025075283,13500,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอกันทรารมย์","","ซื้อ",""
2014,58015055282,17000,"ซื้อวัสดุน้ำมันเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอกันทรารมย์","","ซื้อ",""
2014,57125305729,8628,"ซื้อวัสดุงานบ้านงานครัว โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอไพรบึง","","ซื้อ",""
2014,58045084513,16200,"จ้างเหมารถยนต์โดยสารตู้ปรับอากาศ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอไพรบึง","","จ้างทำของ/จ้างเหมาบริการ",""
2014,57125333520,17500,"ซื้อจัดซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอไพรบึง","","ซื้อ",""
2014,57125123447,15000,"ซื้อจัดซื้อครุภัณฑ์ไฟฟ้าและวิทยุ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125213118,99917,"ซื้อวัสดุสำนักงาน  จำนวน  ๔๗  รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125213172,40130,"ซื้อวัสดุงานบ้านงานครัว  จำนวน  ๒๔  รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125230235,15005,"ซื้อวัสดุคอมพิวเตอร์  จำนวน  ๙  รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125297166,19205,"ซื้อวัสดุสำนักงาน  จำนวน 10 รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125297818,15920,"ซื้อวัสดุงานบ้านงานครัว  จำนวน 9 รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125303439,29630,"ซื้อวัสดุไฟฟ้า  จำนวน  ๑๑  รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125340587,14805,"ซื้อจัดซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,57125305687,17754,"ซื้อวัสดุสำนักงาน จำนวน 18 รายการ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอปรางค์กู่","","ซื้อ",""
2014,58015086784,16500,"ซื้อครุภัณฑ์โฆษณาและเผยแพร่ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอขุนหาญ","","ซื้อ",""
2014,58015096705,6000,"ซื้อครุภัณฑ์คอมพิวเตอร์ประเภทเครื่องพิมพ์เลเซอร์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอขุนหาญ","","ซื้อ",""
2014,57115132271,432000,"สอบราคาจ้างปรับปรุงอาคารสำนักงานสาธารณสุขอำเภอขุนหาญ","","สำนักงานสาธารณสุขอำเภอขุนหาญ","","จ้างก่อสร้าง",""
2014,57115029291,3300000,"ประกวดราคาซื้อยูนิตทำฟัน ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักงานสาธารณสุขอำเภอขุนหาญ","","ซื้อ",""
2014,58015077475,17800,"ซื้อวัสดุไฟฟ้าและวิทยุ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอขุนหาญ","","ซื้อ",""
2014,57125315818,32511,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบึงบูรพ์","","ซื้อ",""
2014,57125318840,18000,"ซื้อวัสดุคอมพิวเตอร์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบึงบูรพ์","","ซื้อ",""
2014,57125327530,12000,"ซื้อวัสดุน้ำมันเชื้อเพลิง โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบึงบูรพ์","","ซื้อ",""
2014,57125318044,15000,"ซื้อวัสดุงานบ้านงานครัว โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอบึงบูรพ์","","ซื้อ",""
2014,57125262411,9578,"ซื้อจัดซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอห้วยทับทัน","","ซื้อ",""
2014,58015006170,29800,"ซื้อวัสดุครุภัณฑ์คอมพิวเตอร์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอห้วยทับทัน","","ซื้อ",""
2014,58025272502,11800,"ซื้อวัสดุเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอห้วยทับทัน","","ซื้อ",""
2014,58116116386,84410,"ซื้อครุภัณฑ์ทางการแพทย์ จำนวน ๓ รายการ(รพ.สต.ผักไหม) โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอห้วยทับทัน","","ซื้อ",""
2014,57115141452,1100000,"สอบราคาซื้อยูนิตทำฟัน จำนวน  2  เครื่อง","","สำนักงานสาธารณสุขอำเภอโนนคูณ","","ซื้อ",""
2014,57125245449,57000,"ซื้อผ้าม่านภายในอาคารสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอโนนคูณ","","ซื้อ",""
2014,57125286937,21250,"ซื้อวัสดุการแพทย์ ประเภทแถบตรวจน้ำตาลในเลือด โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอโนนคูณ","","ซื้อ",""
2014,57125275647,52750,"ซื้อครุภัณฑ์ไฟฟ้าและวิทยุ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอโนนคูณ","","ซื้อ",""
2014,58025119604,9900,"ซื้อครุภัณฑ์ชุดรับแขกทำด้วยไม้ จำนวน ๑ ชุด โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอโนนคูณ","","ซื้อ",""
2014,57105210537,2200000,"ประกวดราคาซื้อครุภัณฑ์ทันตกรรมยูนิตทำฟัน ด้วยวิธีการทางอิเล็กทรอนิกส์","","สำนักงานสาธารณสุขอำเภอศรีรัตนะ","","ซื้อ",""
2014,57125256572,18975,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอศรีรัตนะ","","ซื้อ",""
2014,57125256816,11620,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอศรีรัตนะ","","ซื้อ",""
2014,58015227088,68500,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอน้ำเกลี้ยง","","ซื้อ",""
2014,58015233732,68500,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอน้ำเกลี้ยง","","ซื้อ",""
2014,58015039810,33600,"ซื้อจัดซื้อวัสดุเชื้อเพลิงและหล่อลื่น เดือนธันวาคม 2557 เป็นเงิน 33,600 บาท โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอวังหิน","","ซื้อ",""
2014,57105171740,1100000,"สอบราคาซื้อยูนิตทำฟัน","","สำนักงานสาธารณสุขอำเภอภูสิงห์","","ซื้อ",""
2014,57125239042,37000,"ซื้อวัสดุคอมพิวเตอร์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอภูสิงห์","","ซื้อ",""
2014,58015062147,23393,"ซื้อน้ำมันเชื้อเพลิงและน้ำมันหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอภูสิงห์","","ซื้อ",""
2014,58025117911,19570,"ซื้อนำ้มันเชื้อเพลิง โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอภูสิงห์","","ซื้อ",""
2014,57115009805,550000,"สอบราคาซื้อครุภัณฑ์ (ยูนิตทำฟัน) สำหรับ รพ.สต.  ในสังกัด  สสอ.เมืองจันทร์","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125344952,80263,"จ้างจ้างเหมาปรับปรุงห้องบริการผู้ป่วย โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","จ้างทำของ/จ้างเหมาบริการ",""
2014,57125160994,30000,"ซื้อเครื่องปรับอากาศ ขนาด17,992.50 BTU โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125163892,25000,"ซื้อเครื่องปริ๊นเตอร์ laser brother โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125163906,30000,"ซื้อเครื่องซีลสูญญากาศ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125183342,33000,"ซื้อวัสดุสำนักงาน โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125275048,23098,"ซื้อจัดซื้อวัสดุครุภัณฑ์คอมพิวเตอร์ โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125275565,14255,"ซื้อจัดซ้อวัสดุครุภัณฑ์งานบ้านงานครัว โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,58025206670,13300,"ซื้อจัดซื้อวัสดุเชื้อเพลิงและหล่อลื่น โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125041778,31500,"ซื้อขออนุมัติจัดซื้อทรายอะเบทกำจัดลูกน้ำยุงลาย โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
2014,57125158551,15000,"ซื้อตู้เย็น ขนาด 10.2 คิว โดยวิธีตกลงราคา","","สำนักงานสาธารณสุขอำเภอเมืองจันทร์","","ซื้อ",""
